title,rank,report
아바타: 물의 길,8,영상미나 연출을 좋으나 스토리 진행이 너무 더딤... 굳이 3시간 이상 만들필요가 없었음...엉덩이가 아픔....바아의 컨셉은 좋았으나 진짜 엉덩이가 아파서..다음부턴 의자 편한곳으로 선택해야겠음
탄생,10,영화 편집과 연출이 안타깝지만김대건신부의 순교까지의 모습을 다루었다는 의미가 있고 몇 배우들의 연기가 좋았습니다. 지루함은 없었네요.
아바타: 물의 길,8,"13년만에 다시 쓴 카메론의 영상혁명, 현시대 영화 CG 기술력의 정점을 확인하라!"
헌트,10,최고입니다!~흥행 안된게 이상하네요
아바타: 물의 길,10,이런 대작을 볼 수있는건 영광이다...
아바타: 물의 길,10,말해뭐해ㅎㅎ 무조건 아이멕스로ㄱㄱ
프레이 포 더 데블,9,구마 의식을 통해 오히려 자신의 트라우마를 치료해 나가는 이야기가 흥미로웠다. 주연배우와 아역배우가 연기를 정말 잘해다 더 몰입이 되었다. 중간부터는 예상이 가는 스토리였지만 그래도 무서웠음ㅎㄷㄷ
아바타: 물의 길,10,왜 제작이 오래걸렸는지 알 수 있는 훌륭한 영상미였습니다!!
탄생,10,
압꾸정,6,내 유머코드랑은 좀 맞아서 재밌게 봤다
올빼미,10,보다가 너무 몰입해서 숨 넘어갈 뻔 했어요
올빼미,10,생각보다넘잼있었어용
아바타 리마스터링,10,정말 재밌습니다 몰입감이 상당해요
헌트,4,내용이 중구난방.. 내용이 헷갈리고 좀 지루하다 
스트레인지 월드,10,독특한 소재와 스토리가 흥미로웠다 특히 후반부 내용은 상상도 못했어서 더 놀랐음 ㄴㅇㄱ
미스 슬로운,10,
아바타: 물의 길,10,감동적이다. 또봐도 또 울 것 같다.
13시간,6,"마치 FPS 게임을 보는듯한, 사실성을 내려놓고 액션에 집중한 마이클 베이식 전쟁 스펙터클 무비"
아바타: 물의 길,8,영상미는 진짜 미쳤는데 러닝타임 너무 길어
아이 인 더 스카이,8,"이성과 감성, 도덕과 작전, 외교와 정치적 문제라는 풀 수 없는 딜레마를 극한의 밀도로 촘촘하게 엮어내다"
지구를 지켜라!,10,존버는 성공한다ㅠㅠ 2003년에는 미자라 못보고 19년간 스포 다 피하며 살아오다가 이렇게 극장 재개봉으로 첫눈을 하다니!! 이건 지금 개봉했어도 너무 센세이셔널 했을 작품인데 19년전에 개봉했다는게 믿겨지지가 않았다 감독님 너무 대단하심!!????????
페르시아어 수업,10,"전제가 그릇되니, 그 안의 소통도, 은원도, 끝내 그릇될 밖에. "
아바타: 물의 길,10,감동적인 이야기에 스토리도 좋고 영상미도 훌륭해요
아바타: 물의 길,10,ㅠ 소름끼치는  ㅠ 나너무좋아해 이런스타일 ㅠ동물사랑함
동감,10,사람들은 다 그저 그랬다고 했는데 저는 너무 재밌게 봤던것 같아요.원작을 안봐서 그런거 일수도 있겠지만 배우분들도 그렇고 전체적인 스토리도그렇고 다 너무 좋았어요 볼까 말까 고민 하신다면 한번쯤은 보시는것도 나쁘지 않을것 같아요 전 마지막 쯤에 보면서 울었어요...
아바타: 물의 길,10,중간에살짝 위기가있었으나 역시 최고네요
아바타: 물의 길,10,내가 인생에서 봤던 영화중에서 이렇게 여운이 남은 영화는 처음인듯 아바타3가 너무 기대되게 만드는 작품임.
탄생,10,마지막 김대건 신부님 순교 장면은 너무 슬픕니다
폴: 600미터,10,분명히 안전한 장소에서 의자에 앉아서 보고 있는데 내 오금이 저리고 다리가 덜덜 떨렸음ㅠㅠ 고소공포증 간접체험이 엄청났다!!
아바타: 물의 길,10,??????????????????
본즈 앤 올,10,절절하고 순수하고 진한 사랑 이야기이자 성장영화
아바타: 물의 길,10,개쩔어요 최고입니다~
데시벨,2,노잼노잼노잼노잼노잼
내가 사랑했던 모든 남자들에게,9,상큼하고 재밌음 근데 음 나만 언니 전남친이 남주보다 더 취향인 건가 
아바타: 물의 길,10,개쩔어요 4dx 3d로 봤는데 진짜 ... 몰입최강 3시간이뭐야 그냥 훅 지나갔습니다 진짜 나는 거 같고 진짜 헤엄치는 거 같고 숲나오면 숲향 바다나오면 바다향 꼭 4dx로 봐보시길... 전 2d로 한번 더 볼거에요
아바타: 물의 길,10,아쿠아리움 왜가냐 이거보지
인생은 뷰티풀: 비타돌체,1,.
아바타: 물의 길,10,길게 말 안 하겠음. ㅈㄴ ㅅㅂ 레전드
올빼미,9,출연자 분들의 연기가 정점 인 것 같습니다.
아바타: 물의 길,10,최고다 정말 …. 영화가 너무 신비롭고 감동적이었어요ㅠㅜ 
데시벨,6,생각보다는 잘 봤음아주 별루일줄  알았는데
아바타: 물의 길,4,기대하고봤는데 개연성이나뭐나 수준너무떨어지네요
아바타: 물의 길,10,"와, 이건 잔짜 미친 그 자체다.아쿠아라움보다 더한 영상미 고퀄리티이다.최고다. 겨울방학에는 이거다."
모가디슈,9,우리나라 영화는 300~400만 관객이 명작이 많더라
"그 겨울, 나는",10,
페르시아어 수업,10,"기록과 기록물의 중요성은 아무리 강조해도 지나치지 않다. 이 영화는 언어를 말한다. 언어를 통한 기록을 말한다. 기록을 통한 추모를 말한다. 그리고 역사를 말한다. 죽은 이의 이름을 되새기는 것은 추모의 한 과정이다. 이 세상의 수많은 집단적 죽음, 즉 참사가 있은 뒤에는 추모의 과정을 위해 추모해야 할 이들의 이름들을 새겨 왔다. 그리고 추모객들은 언젠가 잊을지라도 고개 숙여 추모하는 시간만큼은 안타깝게 사망한 이들의 이름을 마음에 새겨 왔다. 그러한 이름을 되새기지 못하도록 막는 것은 추모의 과정을 가로막는 것과 같다. 안타깝게 사망한 이들의 이름이 드러나지 못한 채 잊혀지길 원하는 것은 자신들의 잘못을 외면한 채 책임을 회피하려는 근처 전범국의 태도와 다름 없다. 영화의 후반부 어느 장면을 보던 중 이 나라에 벌어진, 지금도 벌어지고 있는 안타까운 상황이 떠올랐다. 울분을 주체하기 힘들었다."
아바타: 물의 길,10,러닝타임이 길었는데도 전혀 지루하지않고 재밌게 봤어요
아바타: 물의 길,10,2연차 관람 솔직 후기.. 1차2d 2차3d imax 로봤습니다.2d로는절대 보지 마시고 무조건 3d로 봐야합니다.완전히 2d하고 3d는 다른 영화입니다.
페르시아어 수업,10,끝나고 박수칠 뻔 했다. 진짜 몇번 더 보고 싶은 영화
아바타: 물의 길,10,시간 가는 줄 모르게 몰입하게 만드는 영화아름다운 영상과 감정을 따뜻하게 물들이는 영화였음 
아바타: 물의 길,9,뻔한 내용이지만 세월이 흘러서 봐도 재밌습니다 시간이 금방 갔네요
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",10,
아바타: 물의 길,10,꼭 3D로  봐야하는 영화에요 13년 기다린  보람있어요. . . .
아바타: 물의 길,10,재미있다. 마지막에 완전 슬펐다
2012,10,
아바타: 물의 길,10,진짜 재밌습니다전작과 마찬가지로 재밌습니다
씽2게더,10,일상과소음에 찌든 내 막귀를 깨끗이 씻어주는 노래들..동시에 보이는 화려한 연출..너무좋다..
아바타: 물의 길,10,일본 포경선을 암시하는듯작살있는 배에 日浦라고분명히 적혀있던데요
아바타: 물의 길,10,3탄이 나온다는 거네...
해방,10,굉장히 많은 것을 생각하게 해주는 영화. 강력추천!!
아바타: 물의 길,10,1편보다 더 레전드다 진짜
아바타: 물의 길,10,압도적인 볼거리로 핀도라 행성을 여헹하고 온 기분입니다.
아바타: 물의 길,4,1 판도라를 정복하겠다는 꿈을 가진 위~대한 장군님이 특공대만 보내놓고 어부랑 일하게 만들고 지원도 안해줌 2 투르크막토 족장님이 피신가고나서 숲 부족은 초반부에 불뿜으며 내려앉은 우주선은 관심없는지 코빼기도 안보임 3 후반부 해상전투에서는 바다부족 친구들이 일식과함께 사라지며 툴칸들도 추방자 혼자 온몸던져 싸우는데 단 한마리도 더 보이지않음(바다부족은 전쟁금지 철회하고 싸우러나가는데 영혼의 친구인 툴칸들은 싫었나봄) 1편에서는 막바지 육상 공중 합동작전 그리고 야생동물들 합세까지 대동단결 판도라를 지키는 대화합 감동이 있었는데2편은 제이크 설리(가족) 혼자 외롭게싸우는 느낌영상미는 훌륭했지만메론이 맛있는게 아니라 빵이맛있어야 한다고 생각 
아바타: 물의 길,10,미쳤다미쳤어…. 진짜 어떻게 만들었냐ㅠㅠㅠ
아바타: 물의 길,10,
아바타: 물의 길,10,진짜 레전드 영화다.. 와..
아바타: 물의 길,10,진짜 이건 1편 다시보고 가면 진짜 개개개잼있음
국가대표2,4,어이가 없어서 웃었다 내 꿈 스토리가 더 탄탄할거 같음
올빼미,10,얼마만이냐 이렇게 잘 만든 사극영화ㄷㄷ
아바타: 물의 길,10,그냥 지릠... 이런건 봐야함
아바타: 물의 길,4,재미는 없는데 러닝티임은 길어서 결말 안보고 그냥 화장실 간김에 나왔어요. 
아바타: 물의 길,10,3시간내내 시간가는줄 몰랐네요 눈도즐겁고 스토리도 감동적이였어요 !!!
아바타: 물의 길,6,&amp;#39; 아바타 별로 안좋아하는 사람들 모임 &amp;#39; 같은 건 없나 ㅎㅎ 개인적으로 제임스 카메론 작품 중 가장 별로인데 별로라고 하면 왕따 당하는 분위기네 ㅎㅎㅎ
아바타: 물의 길,10,몰입감 최고!!!3D로 보시길
아바타: 물의 길,1,"재밌는 거 보려고 계속 보다 결국 잠이 들었다… 3시간 동안 너무 지루하고, 답답한 영화 였다. "
아바타: 물의 길,10,모든 걸 잘 전달해준 영화
올빼미,10,최근에 본 영화중 가장 좋았어요 
아바타: 물의 길,10,"다큐같다, 러닝타임이 길다, 스토리가 평이하다 등등의 의견에도 공감하지만 영상미 하나로도 정말 재밌었다! 영화관에서 꼭 보시길 추천합니다"
프레이 포 더 데블,8,공포 영화는 체질이 아니라서...
아바타: 물의 길,6,"14년을 고심했던 작품이라 그런지 욕심이 너무 많았던듯,, 이 아이 얘기도 하고싶고, 저 아이 얘기도 하고싶고, 그 옆에 아이 얘기도 하고싶어서 떡밥을 촤악 뿌렸더니 회수가 힘들더라,, 한 느낌? 영상미는 굿  "
킹메이커,1,"비서랑 야스하는 장면만 기둘렸는디, 실제 상황을 연출했어야쥬 감독양반"
올빼미,9,무서웠다. 그래서 이 영화를  올해 최고의 영화중에 하나 라고 생각한다.
아바타: 물의 길,10,"최고,,우리의 미래를 보여주는 영화 아닌 다큐임,,"
아바타: 물의 길,6,볼만한데 너무 길어서 지루해요ㅜ고래 잡을때 너무 화났음!인간의 욕심은 끝이없다
아바타: 물의 길,10,13년을 기다린 만큼 기대가 컸는데 그 기대를 실망시키지 않은 작품
사잇소리,10,기대없이 봤는데 너무 재밌어요
아바타: 물의 길,10,진짜 무조건 영화관에서 봐야하는 짜릿함과 감동... 정말 최고의 영화....
1번국도,10,쓸쓸하면서도 애틋한 분위기가 추운 겨울에 잘 어울리는 흑백 영화. 그럼에도 불구하고 계속 나아가는 우리들의 이야기...묘하게 빠져드는 배우들의 연기와 잊고있던 무엇을 떠올려 볼 수 있는 저평가된 좋은 영화. 
아바타: 물의 길,6,큰기대와는 달리 스토리가 빈약하고 내용이 산만함..영상미도 1편보다 감동이 훨 떨어집니다
화이트 노이즈,7,한 장면 한 장면이 즐거움을 준다. 전체를 짜맞추는데는 도움이 필요했다.
아바타: 물의 길,9,이번에는 스토리 위주보다는 영상미와 연출이 참 좋았네요. 3시간짜리라 어떻게보나 싶었는데 금방 시간이 지나가서 놀랐습니다.
아바타: 물의 길,10,이 영화를 이 가격에 봐도 되는 건가요..? 너무 좋은 영화 감사드립니다.. 보는 내내 영상미에 소름이 돋았습니다
올빼미,9,생각 외로 긴장감 넘치게 잘봄
인생은 아름다워,9,"우리나라 최초의 뮤지컬 영화라는 점 하나만으로도 감독과 연출진들의 손을 번쩍 들어 주고 싶다. 물랑루즈, 라라랜드 등이 해외에서만 가능하다고 생각했는데, 이렇게 우리나라에서 우리나라 배우들과 가요를 바탕으로 제작될 수 있다니 반갑기 그지 없다. 오랜 촬영 시간을 반영하듯 꼼꼼한 로케이션 설정과 ost 가사에 걸맞는 배경 및 분위기 설정 등은 그 간 기울인 애정이 얼마나 많은지 미루어 짐작할 수 있게끔 만드는 부분이다. 한국영화 특유의 죽음=신파 라는 뻔한 레파토리를 조금은 탈피하여, 죽음 그 자체에 너무 많은 포커스와 에너지를 쏟아 붓지 않은 점은 감사한 일이나, 오!세연만을 위한 잔치 역시 어찌보면 조금은 상투적이고 특별할 것은 없다는 점은 결국 죽음을 앞두고는 그 어떤 잔치와 이벤트도 위로가 될 순 없겠다는 착잡한 현실을 반영해 주는 거 같았다. 위시리스트 10가지를 다 얻었다고 한들, 또 실제로 첫사랑 정우를 만났다고 한들, 그 무엇이 크게 바뀌었을까?란 질문을 해 본다면, 역시 인생은 살아서 펄떡 거리고 있을때가 의미가 있는 것이고, 죽은 사람은 죽은 사람이라는 비정한 현실은 변하지 않는 부분임에 틀림없다. 다분히 의존적이고 외로운 존재인 인간이, 짧은 찰나와 같은 인생동안 잠깐 서로에게 기대어 살다가 죽는게 인생인데, 눈물 한 번 주르륵 흘리고 나니 내 인생의 뮤지컬 역시 절반은 훌쩍지나가 버렸다. 촌철과도 같이 한 번 훅 왔다가, 한 번 훅 가는 인생사 임에도, 그 순간순간을 수 놓는 무수한 인연들, 그 중에서도 부부의 연과, 부모 자식과의  연은 정말 큰 인연임에 틀림없다. 조금 더 추가해 보면, 친구의 연 정도? 영원할 것 같은 탑건의 미첼 대위도 은퇴를 하고, 아이스맨은 죽고, 엄마 세연도 하늘 나라로 떠나고, 아빠 진봉은 남은 여생을 뭐로 채워 넣어야 하나.막 살기도 어렵고, 잘 살기도 어려운게 인생인가 보다. 아직까지도 헤깔리고 앞으로도 후회없이 살았노라고 말하긴 쉽지 않겠지만, 한가지 확실한 건, 어찌되었던 인생은 아름다워 라 말할수있겠다"
